단축코드,한글 종목명,한글 종목약명,Unnamed: 3,어제종가
232680,라온테크,라온테크,,6660.0
418420,라온텍,라온텍,,3820.0
300120,라온피플,라온피플,,4405.0
171120,라이온켐텍,라이온켐텍,,2095.0
388790,라이콤,라이콤,,4050.0
347700,라이프시맨틱스,라이프시맨틱스,,3240.0
214260,라파스,라파스,,20550.0
403360,라피치,라피치,,10400.0
115390,락앤락보통주,락앤락,,8600.0
200350,래몽래인,래몽래인,,13800.0
171010,램테크놀러지,램테크놀러지,,4090.0
084650,랩지노믹스,랩지노믹스,,3075.0
217500,러셀,러셀,,1895.0
092590,럭스피아,럭스피아,,974.0
038390,레드캡투어,레드캡투어,,15880.0
294140,레몬,레몬,,4045.0
443250,레뷰코퍼레이션,레뷰코퍼레이션,,8330.0
228670,레이,레이,,9350.0
228850,레이언스,레이언스,,7060.0
412350,레이저쎌,레이저쎌,,5990.0
199550,레이저옵텍,레이저옵텍,,7000.0
281740,레이크머티리얼즈,레이크머티리얼즈,,16400.0
277810,레인보우로보틱스,레인보우로보틱스,,135700.0
215100,로보로보,로보로보,,3555.0
090360,로보스타,로보스타,,22600.0
238500,로보쓰리에이아이,로보쓰리에이아이,,410.0
108490,로보티즈,로보티즈,,18580.0
900260,로스웰인터내셔널,로스웰,,705.0
223220,로지스몬,로지스몬,,590.0
067730,로지시스,로지시스,,2585.0
071280,로체시스템즈,로체시스템즈,,17580.0
032350,롯데관광개발 보통주,롯데관광개발,,10030.0
089860,롯데렌탈보통주,롯데렌탈,,30250.0
330590,롯데리츠보통주,롯데리츠,,3590.0
000400,롯데손해보험보통주,롯데손해보험,,2250.0
023530,롯데쇼핑 보통주,롯데쇼핑,,63100.0
020150,롯데에너지머티리얼즈보통주,롯데에너지머티리얼즈,,42550.0
280360,롯데웰푸드보통주,롯데웰푸드,,142600.0
286940,롯데이노베이트보통주,롯데이노베이트,,22650.0
004000,롯데정밀화학보통주,롯데정밀화학,,48250.0
00499K,롯데지주1우선주,롯데지주우,,31400.0
004990,롯데지주보통주,롯데지주,,24350.0
005305,롯데칠성음료1우선주,롯데칠성우,,66600.0
005300,롯데칠성음료보통주,롯데칠성,,126200.0
011170,롯데케미칼보통주,롯데케미칼,,94800.0
071840,롯데하이마트보통주,롯데하이마트,,8060.0
328130,루닛,루닛,,40450.0
038060,루멘스,루멘스,,1219.0
162120,루켄테크놀러지스,루켄테크놀러지스,,3640.0
253610,루트락,루트락,,1131.0
060240,룽투코리아,룽투코리아,,960.0
141080,리가켐 바이오사이언스,리가켐바이오,,123400.0
058470,리노공업,리노공업,,198100.0
016100,리더스코스메틱,리더스코스메틱,,2915.0
012700,리드코프,리드코프,,4465.0
302550,리메드,리메드,,2955.0
073570,리튬포어스,리튬포어스,,2220.0
377450,리파인,리파인,,14810.0
277070,린드먼아시아인베스트먼트,린드먼아시아,,4450.0
042500,링네트,링네트,,4770.0
193250,링크드,링크드,,475.0
219420,링크제니시스,링크제니시스,,4820.0
439090,마녀공장,마녀공장,,20200.0
027740,마니커보통주,마니커,,941.0
195500,마니커에프앤지,마니커에프앤지,,2940.0
357430,마스턴프리미어리츠보통주,마스턴프리미어리츠,,2235.0
377480,마음에이아이,마음AI,,11230.0
305090,마이크로디지탈,마이크로디지탈,,15380.0
448780,마이크로엔엑스,마이크로엔엑스,,2365.0
424980,마이크로투나노,마이크로투나노,,9030.0
169330,마크로밀엠브레인,엠브레인,,2205.0
038290,마크로젠,마크로젠,,18350.0
001080,만호제강보통주,만호제강,,32850.0
267980,매일유업,매일유업,,38850.0
005990,매일홀딩스,매일홀딩스,,8410.0
093520,매커스,매커스,,9510.0
377030,맥스트,맥스트,,2790.0
088980,맥쿼리한국인프라투융자회사 보통주,맥쿼리인프라,,11680.0
179720,머니무브,머니무브,,14470.0
100590,머큐리,머큐리,,3630.0
067280,멀티캠퍼스,멀티캠퍼스,,30650.0
072870,메가스터디,메가스터디,,11200.0
215200,메가스터디교육,메가스터디교육,,44350.0
133750,메가엠디,메가엠디,,2185.0
446540,메가터치,메가터치,,4885.0
235980,메드팩토,메드팩토,,6170.0
200580,메디쎄이,메디쎄이,,9590.0
041920,메디아나,메디아나,,4900.0
233250,메디안디노스틱,메디안디노스틱,,14500.0
014100,메디앙스,메디앙스,,2215.0
236340,메디젠휴먼케어,메디젠휴먼케어,,3495.0
054180,메디콕스,메디콕스,,400.0
086900,메디톡스,메디톡스,,187300.0
078160,메디포스트,메디포스트,,5700.0
138040,메리츠금융지주회사보통주,메리츠금융지주,,101700.0
408920,메쎄이상,메쎄이상,,2250.0
021880,메이슨캐피탈,메이슨캐피탈,,326.0
140410,메지온,메지온,,29200.0
241770,메카로,메카로,,7610.0
090370,메타랩스보통주,메타랩스,,1629.0
059210,메타바이오메드,메타바이오메드,,3915.0
058110,멕아이씨에스,멕아이씨에스,,2505.0
017180,명문제약 보통주,명문제약,,2050.0
009900,명신산업보통주,명신산업,,12630.0
012690,모나리자보통주,모나리자,,3115.0
005360,모나미보통주,모나미,,2320.0
070960,모나용평보통주,모나용평,,4160.0
434480,모니터랩,모니터랩,,4310.0
080420,모다이노칩,모다이노칩,,1903.0
417970,모델솔루션,모델솔루션,,9860.0
080160,모두투어네트워크,모두투어,,10230.0
087260,모바일어플라이언스,모바일어플라이언스,,2305.0
101330,모베이스,모베이스,,3265.0
012860,모베이스전자,모베이스전자,,1860.0
363260,모비데이즈,모비데이즈,,1700.0
348030,모비릭스,모비릭스,,5100.0
250060,모비스,모비스,,3100.0
288980,모아데이타,모아데이타,,1530.0
142760,모아라이프플러스,모아라이프플러스,,1561.0
033200,모아텍,모아텍,,3260.0
333050,모코엠시스,모코엠시스,,1298.0
009680,모토닉보통주,모토닉,,8800.0
118990,모트렉스,모트렉스,,11150.0
006920,모헨즈,모헨즈,,2680.0
038340,무궁화인포메이션테크놀로지,MIT,,1233.0
001810,무림에스피,무림SP,,1709.0
009200,무림페이퍼보통주,무림페이퍼,,2130.0
009580,무림피앤피보통주,무림P&P,,2865.0
322970,무진메디,무진메디,,2600.0
033920,무학보통주,무학,,5730.0
008420,문배철강보통주,문배철강,,2415.0
279600,미디어젠,미디어젠,,11300.0
095500,미래나노텍,미래나노텍,,11710.0
254490,미래반도체,미래반도체,,16210.0
025560,미래산업보통주,미래산업,,1090.0
218150,미래생명자원,미래생명자원,,4440.0
007120,미래아이앤지보통주,미래아이앤지,,1085.0
396690,미래에셋글로벌리츠보통주,미래에셋글로벌리츠,,2790.0
442900,미래에셋드림기업인수목적1호 주식회사,미래에셋드림스팩1호,,9920.0
357250,미래에셋맵스리츠보통주,미래에셋맵스리츠,,3070.0
094800,미래에셋맵스아시아퍼시픽부동산공모1호,맵스리얼티1,,4510.0
100790,미래에셋벤처투자,미래에셋벤처투자,,5100.0
412930,미래에셋비전기업인수목적1호,미래에셋비전스팩1호,,2605.0
446190,미래에셋비전기업인수목적2호,미래에셋비전스팩2호,,2160.0
448830,미래에셋비전기업인수목적3호,미래에셋비전스팩3호,,2185.0
477380,미래에셋비전기업인수목적4호,미래에셋비전스팩4호,,2025.0
477470,미래에셋비전기업인수목적5호,미래에셋비전스팩5호,,2080.0
478440,미래에셋비전기업인수목적6호,미래에셋비전스팩6호,,2030.0
085620,미래에셋생명보험보통주,미래에셋생명,,5240.0
006805,미래에셋증권1우선주,미래에셋증권우,,4195.0
00680K,미래에셋증권2우선주(신형),미래에셋증권2우B,,3980.0
006800,미래에셋증권보통주,미래에셋증권,,8900.0
208890,미래엔에듀파트너,미래엔에듀파트너,,1199.0
049950,미래컴퍼니,미래컴퍼니,,20450.0
207760,미스터블루,미스터블루,,1539.0
002840,미원상사보통주,미원상사,,198800.0
268280,미원스페셜티케미칼보통주,미원에스씨,,131600.0
107590,미원홀딩스 보통주,미원홀딩스,,78600.0
134380,미원화학보통주,미원화학,,80000.0
351020,미쥬,미쥬,,6700.0
003650,미창석유공업보통주,미창석유,,95000.0
059090,미코,미코,,10300.0
214610,미코바이오메드,미코바이오메드,,1619.0
201490,미투온,미투온,,2295.0
452200,민테크,민테크,,7450.0
418470,밀리의서재,밀리의서재,,18680.0
206640,바디텍메드,바디텍메드,,14060.0
018700,바른손,바른손,,1236.0
035620,바른손이앤에이,바른손이앤에이,,491.0
354390,바스칸바이오제약,바스칸바이오제약,,4100.0
053030,바이넥스,바이넥스,,24800.0
301300,바이브컴퍼니,바이브컴퍼니,,4530.0
377740,바이오노트보통주,바이오노트,,4620.0
064550,바이오니아,바이오니아,,25750.0
314930,바이오다인,바이오다인,,21050.0
208710,바이오로그디바이스,바이오로그디바이스,,467.0
086820,바이오솔루션,바이오솔루션,,14690.0
038460,바이오스마트,바이오스마트,,3830.0
251120,바이오에프디엔씨,바이오에프디엔씨,,16170.0
199730,바이오인프라,바이오인프라,,9720.0
266470,바이오인프라생명과학,바이오인프라생명과학,,280.0
289170,바이오텐,바이오텐,,4495.0
086040,바이오톡스텍,바이오톡스텍,,4435.0
199290,바이오프로테크,바이오프로테크,,525.0
099430,바이오플러스,바이오플러스,,5080.0
032980,바이온,바이온,,711.0
308080,바이젠셀,바이젠셀,,3570.0
043150,바텍,바텍,,23900.0
323990,박셀바이오,박셀바이오,,13910.0
003610,방림보통주,방림,,3340.0
267790,배럴,배럴,,4970.0
001340,백광산업보통주,백광산업,,11280.0
046310,백금티앤에이,백금T&A,,2420.0
035150,백산보통주,백산,,13800.0
331520,밸로프,밸로프,,710.0
438700,버넥트,버넥트,,3855.0
066410,버킷스튜디오,버킷스튜디오,,1153.0
002410,범양건영보통주,범양건영,,1130.0
382900,범한퓨얼셀,범한퓨얼셀,,15530.0
206400,베노티앤알,베노티앤알,,3955.0
019010,베뉴지,베뉴지,,2180.0
177350,베셀,베셀,,277.0
424760,벨로크,벨로크,,1079.0
007210,벽산보통주,벽산,,2050.0
225530,보광산업,보광산업,,4335.0
250000,보라티알,보라티알,,10140.0
002760,보락보통주,보락,,1495.0
003850,보령보통주,보령,,11720.0
310210,보로노이,보로노이,,108600.0
006910,보성파워텍,보성파워텍,,3045.0
000890,보해양조보통주,보해양조,,440.0
226340,본느,본느,,1726.0
206950,볼빅,볼빅,,2335.0
008470,부-스타,부스타,,4090.0
003000,부광약품보통주,부광약품,,5030.0
001275,부국증권1우선주,부국증권우,,22250.0
001270,부국증권보통주,부국증권,,28800.0
026940,부국철강 보통주,부국철강,,2690.0
014470,부방,부방,,1711.0
011390,부산산업보통주,부산산업,,51000.0
005030,부산주공보통주,부산주공,,486.0
338220,뷰노,뷰노,,31700.0
100120,뷰웍스,뷰웍스,,26350.0
406820,뷰티스킨,뷰티스킨,,15240.0
337930,브랜드엑스코퍼레이션,브랜드엑스코퍼레이션,,10500.0
099390,브레인즈컴퍼니,브레인즈컴퍼니,,6400.0
064480,브리지텍,브리지텍,,6830.0
288330,브릿지바이오테라퓨틱스,브릿지바이오테라퓨틱스,,5250.0
365900,브이씨,브이씨,,3510.0
089970,브이엠,브이엠,,8790.0
251630,브이원텍,브이원텍,,4700.0
018290,브이티,브이티,,34200.0
439580,블루엠텍,블루엠텍,,23300.0
033560,블루콤,블루콤,,3600.0
191600,블루탑,블루탑,,9920.0
369370,블리츠웨이스튜디오,블리츠웨이스튜디오,,1646.0
126340,비나텍,비나텍,,37700.0
121800,비덴트,비덴트,,3320.0
082800,비보존제약,비보존 제약,,4215.0
318410,비비씨,비비씨,,8930.0
002070,비비안보통주,비비안,,891.0
100220,비상교육 보통주,비상교육,,5050.0
419540,비스토스,비스토스,,2095.0
146320,비씨엔씨,비씨엔씨,,14870.0
200780,비씨월드제약,비씨월드제약,,4845.0
413640,비아이매트릭스,비아이매트릭스,,7770.0
141000,비아트론,비아트론,,6590.0
090460,비에이치보통주,비에이치,,16910.0
083650,비에이치아이,비에이치아이,,7990.0
139050,비에프랩스,BF랩스,,2805.0
445360,비엔케이제1호기업인수목적,비엔케이제1호스팩,,2070.0
473370,비엔케이제2호기업인수목적,비엔케이제2호스팩,,2040.0
065170,비엘팜텍,비엘팜텍,,386.0
086670,비엠티,비엠티,,9500.0
335890,비올,비올,,8310.0
230980,비유테크놀러지,비유테크놀러지,,229.0
138580,비즈니스온커뮤니케이션,비즈니스온,,15850.0
126600,비지에프에코머티리얼즈,BGF에코머티리얼즈,,3490.0
082920,비츠로셀,비츠로셀,,19810.0
054220,비츠로시스,비츠로시스,,458.0
042370,비츠로테크,비츠로테크,,7110.0
050090,비케이홀딩스,비케이홀딩스,,865.0
148780,비큐에이아이,비큐AI,,1074.0
307870,비투엔,비투엔,,1271.0
357880,비트나인,비트나인,,2210.0
032850,비트컴퓨터,비트컴퓨터,,5070.0
238200,비피도,비피도,,4350.0
093190,빅솔론,빅솔론,,4635.0
065450,빅텍,빅텍,,4855.0
210120,빅토리콘텐츠,빅텐츠,,26700.0
044480,빌리언스,빌리언스,,661.0
005180,빙그레보통주,빙그레,,62200.0
069540,빛과전자,빛과전자,,1360.0
072950,빛샘전자,빛샘전자,,4070.0
266170,뿌리깊은나무들,뿌리깊은나무들,,594.0
451250,삐아,삐아,,12520.0
143240,사람인,사람인,,16740.0
003960,사조대림보통주,사조대림,,48050.0
008040,사조동아원보통주,사조동아원,,998.0
007160,사조산업보통주,사조산업,,61500.0
014710,사조씨푸드보통주,사조씨푸드,,7140.0
006090,사조오양보통주,사조오양,,8760.0
452430,사피엔반도체,사피엔반도체,,13600.0
419120,산돌,산돌,,6770.0
122350,삼기,삼기,,1508.0
419050,삼기이브이,삼기이브이,,2180.0
014970,삼륭물산,삼륭물산,,4035.0
018310,삼목에스폼,삼목에스폼,,25000.0
012210,삼미금속,삼미금속,,2330.0
053700,삼보모터스,삼보모터스,,4405.0
009620,삼보산업,삼보산업,,296.0
023600,삼보판지,삼보판지,,9390.0
001470,삼부토건보통주,삼부토건,,516.0
028050,삼성E&A보통주,삼성E&A,,22250.0
448730,삼성FN리츠보통주,삼성FN리츠,,4765.0
006405,삼성SDI1우선주,삼성SDI우,,224500.0
006400,삼성SDI보통주,삼성SDI,,373000.0
006660,삼성공조보통주,삼성공조,,11770.0
425290,삼성기업인수목적6호,삼성스팩6호,,2105.0
439250,삼성기업인수목적7호,삼성스팩7호,,10300.0
448740,삼성기업인수목적8호,삼성스팩8호,,9990.0
468510,삼성기업인수목적9호,삼성스팩9호,,2025.0
02826K,삼성물산1우선주(신형),삼성물산우B,,100400.0
028260,삼성물산보통주,삼성물산,,134300.0
207940,삼성바이오로직스보통주,삼성바이오로직스,,1024000.0
032830,삼성생명보험보통주,삼성생명,,97500.0
018260,삼성에스디에스보통주,삼성에스디에스,,146100.0
009155,삼성전기1우선주,삼성전기우,,62500.0
009150,삼성전기보통주,삼성전기,,129800.0
005935,삼성전자1우선주,삼성전자우,,48350.0
005930,삼성전자보통주,삼성전자,,59300.0
001360,삼성제약,삼성제약,,1806.0
010140,삼성중공업보통주,삼성중공업,,9870.0
016360,삼성증권보통주,삼성증권,,45200.0
068290,삼성출판사보통주,삼성출판사,,16850.0
029780,삼성카드 보통주,삼성카드,,40900.0
000815,삼성화재해상보험1우선주,삼성화재우,,271000.0
000810,삼성화재해상보험보통주,삼성화재,,336000.0
006110,삼아알미늄보통주,삼아알미늄,,56700.0
009300,삼아제약,삼아제약,,21450.0
145995,삼양사1우선주,삼양사우,,30950.0
145990,삼양사보통주,삼양사,,50400.0
003230,삼양식품보통주,삼양식품,,545000.0
002170,삼양통상보통주,삼양통상,,48500.0
272550,삼양패키징보통주,삼양패키징,,17020.0
000075,삼양홀딩스1우선주,삼양홀딩스우,,56600.0
000070,삼양홀딩스보통주,삼양홀딩스,,78300.0
060310,삼에스코리아,3S,,2165.0
002810,삼영무역보통주,삼영무역,,12800.0
003720,삼영보통주,삼영,,5060.0
361670,삼영에스앤씨,삼영에스앤씨,,5400.0
054540,삼영엠텍,삼영엠텍,,4020.0
065570,삼영이엔씨,삼영이엔씨,,1837.0
005680,삼영전자공업보통주,삼영전자,,9520.0
023000,삼원강재 보통주,삼원강재,,2585.0
004380,삼익THK보통주,삼익THK,,9610.0
002450,삼익악기보통주,삼익악기,,1080.0
032280,삼일,삼일,,1629.0
002290,삼일기업공사,삼일기업공사,,2905.0
004440,삼일씨엔에스보통주,삼일씨엔에스,,4100.0
000520,삼일제약보통주,삼일제약,,16640.0
009770,삼정펄프 보통주,삼정펄프,,26700.0
037460,삼지전자,삼지전자,,8710.0
032750,삼진,삼진,,4350.0
054090,삼진엘앤디,삼진엘앤디,,1027.0
005500,삼진제약보통주,삼진제약,,18990.0
000250,삼천당제약,삼천당제약,,146200.0
004690,삼천리보통주,삼천리,,89900.0
024950,삼천리자전거,삼천리자전거,,4105.0
038500,삼표시멘트,삼표시멘트,,3045.0
437730,삼현,삼현,,25450.0
017480,삼현철강,삼현철강,,4660.0
010960,삼호개발 보통주,삼호개발,,3190.0
046390,삼화네트웍스,삼화네트웍스,,1445.0
004450,삼화왕관보통주,삼화왕관,,31800.0
009470,삼화전기보통주,삼화전기,,45750.0
011230,삼화전자공업보통주,삼화전자,,3250.0
001820,삼화콘덴서공업보통주,삼화콘덴서,,35650.0
000390,삼화페인트공업보통주,삼화페인트,,7470.0
027580,상보,상보,,1275.0
038540,상상인,상상인,,1651.0
415580,상상인제3호기업인수목적,상상인제3호스팩,,2095.0
452670,상상인제4호기업인수목적,상상인제4호스팩,,2010.0
001290,상상인증권보통주,상상인증권,,475.0
041650,상신브레이크보통주,상신브레이크,,3455.0
091580,상신이디피,상신이디피,,11810.0
263810,상신전자,상신전자,,3330.0
089980,상아프론테크,상아프론테크,,22500.0
042940,상지건설,상지건설,,2170.0
042600,새로닉스,새로닉스,,14070.0
075180,새론오토모티브,새론오토모티브,,3885.0
107600,새빗켐,새빗켐,,25300.0
411080,샌즈랩,샌즈랩,,8700.0
252990,샘씨엔에스,샘씨엔에스,,6220.0
007540,샘표보통주,샘표,,45000.0
248170,샘표식품보통주,샘표식품,,28300.0
378800,샤페론,샤페론,,4460.0
294630,서남,서남,,3620.0
038070,서린바이오사이언스,서린바이오,,7300.0
006730,서부티엔디,서부T&D,,6120.0
079650,서산,서산,,1224.0
100660,서암기계공업,서암기계공업,,3980.0
007860,서연보통주,서연,,7530.0
200880,서연이화보통주,서연이화,,14720.0
019770,서연탑메탈,서연탑메탈,,3775.0
017390,서울도시가스보통주,서울가스,,53100.0
043710,서울리거,서울리거,,660.0
092190,서울바이오시스,서울바이오시스,,4110.0
046890,서울반도체,서울반도체,,8750.0
004415,서울식품공업1우선주,서울식품우,,1315.0
004410,서울식품공업보통주,서울식품,,162.0
063170,서울옥션,서울옥션,,7100.0
027040,서울전자통신,서울전자통신,,277.0
018680,서울제약,서울제약,,3730.0
021050,서원보통주,서원,,1295.0
093920,서원인텍,서원인텍,,5760.0
189860,서전기전,서전기전,,4080.0
178320,서진시스템,서진시스템,,29550.0
122690,서진오토모티브,서진오토모티브,,2410.0
140070,서플러스글로벌,서플러스글로벌,,3005.0
011370,서한,서한,,815.0
065710,서호전기,서호전기,,21150.0
008490,서흥보통주,서흥,,16860.0
035890,서희건설,서희건설,,1593.0
357550,석경에이티,석경에이티,,45500.0
003100,선광,선광,,15880.0
007610,선도전기보통주,선도전기,,3000.0
067370,선바이오,선바이오,,6990.0
002820,선앤엘보통주,SUN&L,,3205.0
171090,선익시스템,선익시스템,,50500.0
136490,선진보통주,선진,,6970.0
086710,선진뷰티사이언스,선진뷰티사이언스,,11080.0
014620,성광벤드,성광벤드,,13620.0
037350,성도이엔지,성도이엔지,,5220.0
014915,성문전자1우선주,성문전자우,,4820.0
014910,성문전자보통주,성문전자,,1257.0
003080,성보화학보통주,성보화학,,2660.0
004985,성신양회1우선주,성신양회우,,11460.0
004980,성신양회보통주,성신양회,,8030.0
011300,성안머티리얼스보통주,성안머티리얼스,,525.0
081580,성우전자,성우전자,,4745.0
045300,성우테크론,성우테크론,,2800.0
015750,성우하이텍,성우하이텍,,6660.0
365340,성일하이텍,성일하이텍,,58100.0
000180,성창기업지주보통주,성창기업지주,,1565.0
080470,성창오토텍,성창오토텍,,4085.0
043260,성호전자,성호전자,,1597.0
148150,세경하이테크,세경하이테크,,5970.0
002420,세기상사보통주,세기상사,,5980.0
188260,세니젠,세니젠,,2905.0
053060,세동,세동,,1072.0
340440,세림비앤지,세림B&G,,1326.0
017510,세명전기공업,세명전기,,5600.0
004365,세방1우선주,세방우,,7880.0
004360,세방보통주,세방,,12740.0
004490,세방전지보통주,세방전지,,77100.0
011560,세보엠이씨,세보엠이씨,,9540.0
267080,세븐브로이맥주,세븐브로이맥주,,2955.0
396300,세아메카닉스,세아메카닉스,,3490.0
001430,세아베스틸지주보통주,세아베스틸지주,,19850.0
306200,세아제강보통주,세아제강,,114400.0
003030,세아제강지주보통주,세아제강지주,,168800.0
019440,세아특수강보통주,세아특수강,,13880.0
058650,세아홀딩스보통주,세아홀딩스,,102300.0
013000,세우글로벌보통주,세우글로벌,,1316.0
100700,세운메디칼,세운메디칼,,2880.0
024830,세원물산,세원물산,,6410.0
091090,세원이앤씨보통주,세원이앤씨,,1270.0
021820,세원정공보통주,세원정공,,7480.0
067830,세이브존I&C보통주,세이브존I&C,,2125.0
258830,세종메디칼,세종메디칼,,412.0
036630,세종텔레콤,세종텔레콤,,518.0
039310,세중,세중,,1644.0
075580,세진중공업보통주,세진중공업,,7190.0
067770,세진티에스,세진티에스,,2490.0
053450,세코닉스,세코닉스,,5820.0
222810,세토피아,세토피아,,1080.0
252500,세화피앤씨,세화피앤씨,,993.0
321370,센서뷰,센서뷰,,2260.0
347000,센코,센코,,2460.0
331920,셀레믹스,셀레믹스,,4360.0
049180,셀루메드,셀루메드,,3730.0
299660,셀리드,셀리드,,5130.0
268600,셀리버리,셀리버리,,6680.0
108860,셀바스에이아이,셀바스AI,,10800.0
208370,셀바스헬스케어,셀바스헬스케어,,4580.0
318160,셀바이오휴먼텍,셀바이오휴먼텍,,3155.0
258250,셀젠텍,셀젠텍,,
068270,셀트리온보통주,셀트리온,,197300.0
068760,셀트리온제약,셀트리온제약,,67900.0
068940,셀피글로벌,셀피글로벌,,778.0
060230,소니드,소니드,,856.0
290690,소룩스,소룩스,,9600.0
950200,소마젠,소마젠,,4480.0
032680,소프트센,소프트센,,458.0
032685,소프트센1우선주,소프트센우,,7910.0
258790,소프트캠프,소프트캠프,,901.0
066910,손오공,손오공,,1686.0
043100,솔고바이오메디칼,솔고바이오,,2665.0
33637K,솔루스첨단소재1우선주,솔루스첨단소재1우,,2580.0
33637L,솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,,5980.0
336370,솔루스첨단소재보통주,솔루스첨단소재,,12820.0
248070,솔루엠보통주,솔루엠,,20800.0
035610,솔본,솔본,,3970.0
357780,솔브레인,솔브레인,,216000.0
036830,솔브레인홀딩스,솔브레인홀딩스,,57300.0
304100,솔트룩스,솔트룩스,,19650.0
328380,솔트웨어,솔트웨어,,930.0
004430,송원산업보통주,송원산업,,13020.0
086980,쇼박스,쇼박스,,3890.0
050960,수산아이앤티,수산아이앤티,,10070.0
126720,수산인더스트리보통주,수산인더스트리,,20650.0
017550,수산중공업보통주,수산중공업,,1697.0
084180,수성웹툰,수성웹툰,,588.0
253840,수젠텍,수젠텍,,5710.0
067160,숲,SOOP,,96200.0
298830,슈어소프트테크,슈어소프트테크,,5230.0
236200,슈프리마,슈프리마,,25200.0
094840,슈프리마에이치큐,슈프리마에이치큐,,6040.0
192440,슈피겐코리아,슈피겐코리아,,22500.0
424960,스마트레이더시스템,스마트레이더시스템,,11160.0
136510,스마트솔루션즈,스마트솔루션즈,,
099440,스맥,스맥,,3605.0
033790,스카이문스테크놀로지,스카이문스테크놀로지,,8700.0
276040,스코넥엔터테인먼트,스코넥,,3525.0
159910,스킨앤스킨,스킨앤스킨,,727.0
204210,스타에스엠자기관리부동산투자회사보통주,스타에스엠리츠,,2635.0
115570,스타플렉스,스타플렉스,,3135.0
330730,스톤브릿지벤처스,스톤브릿지벤처스,,3800.0
352090,스톰테크,스톰테크,,3440.0
204630,스튜디오 산타클로스 엔터테인먼트,스튜디오산타클로스,,4650.0
253450,스튜디오드래곤 주식회사,스튜디오드래곤,,37750.0
408900,스튜디오미르,스튜디오미르,,4010.0
415380,스튜디오삼익,스튜디오삼익,,8630.0
026890,스틱인베스트먼트보통주,스틱인베스트먼트,,8010.0
013810,스페코,스페코,,3980.0
203690,스피어파워,스피어파워,,5400.0
049830,승일,승일,,7300.0
020710,시공테크,시공테크,,3810.0
033170,시그네틱스,시그네틱스,,1003.0
048870,시너지이노베이션,시너지이노베이션,,2980.0
025320,시노펙스,시노펙스,,6990.0
134790,시디즈보통주,시디즈,,28750.0
269620,시스웍,시스웍,,889.0
000480,시알홀딩스보통주,CR홀딩스,,5710.0
429270,시지트로닉스,시지트로닉스,,7420.0
418250,시큐레터,시큐레터,,6550.0
131090,시큐브,시큐브,,858.0
232830,시큐센,시큐센,,2020.0
016590,신대양제지보통주,신대양제지,,5720.0
290520,신도기연,신도기연,,2275.0
029530,신도리코보통주,신도리코,,40900.0
004970,신라교역보통주,신라교역,,9460.0
001000,신라섬유,신라섬유,,1070.0
025870,신라에스지,신라에스지,,6200.0
215600,신라젠,신라젠,,2640.0
065350,신성델타테크,신성델타테크,,46800.0
416180,신성에스티,신성에스티,,27300.0
011930,신성이엔지보통주,신성이엔지,,1610.0
005390,신성통상보통주,신성통상,,2235.0
034300,신세계건설,신세계건설,,18170.0
004170,신세계보통주,신세계,,152500.0
035510,신세계아이앤씨 보통주,신세계 I&C,,9750.0
031430,신세계인터내셔날보통주,신세계인터내셔날,,13680.0
031440,신세계푸드보통주,신세계푸드,,35150.0
006880,신송홀딩스보통주,신송홀딩스,,6640.0
162300,신스틸,신스틸,,2610.0
290560,신시웨이,신시웨이,,6520.0
002800,신신제약,신신제약,,6150.0
005800,신영와코루보통주,신영와코루,,9210.0
001720,신영증권보통주,신영증권,,83600.0
472220,신영해피투모로우제10호기업인수목적,신영스팩10호,,2130.0
430220,신영해피투모로우제8호기업인수목적,신영스팩8호,,2180.0
445970,신영해피투모로우제9호기업인수목적,신영스팩9호,,2190.0
009270,신원보통주,신원,,1207.0
017000,신원종합개발,신원종합개발,,3170.0
002700,신일전자보통주,신일전자,,1503.0
012790,신일제약,신일제약,,7250.0
138070,신진에스엠,신진에스엠,,2530.0
226330,신테카바이오,신테카바이오,,5690.0
002870,신풍보통주,신풍,,984.0
019175,신풍제약1우선주,신풍제약우,,19600.0
019170,신풍제약보통주,신풍제약,,11850.0
481850,신한글로벌액티브리츠보통주,신한글로벌액티브리츠,,2475.0
055550,신한금융지주회사보통주,신한지주,,57500.0
404990,신한서부티엔디리츠보통주,신한서부티엔디리츠,,3725.0
293940,신한알파리츠보통주,신한알파리츠,,5920.0
418210,신한제10호기업인수목적,신한제10호스팩,,2165.0
452980,신한제11호기업인수목적,신한제11호스팩,,1946.0
474660,신한제12호기업인수목적,신한제12호스팩,,2140.0
474930,신한제13호기업인수목적,신한제13호스팩,,2160.0
056700,신화인터텍,신화인터텍,,1791.0
187270,신화콘텍,신화콘텍,,3465.0
004080,신흥보통주,신흥,,14280.0
243840,신흥에스이씨,신흥에스이씨,,8680.0
257720,실리콘투,실리콘투,,41050.0
222800,심텍,심텍,,18000.0
036710,심텍홀딩스,심텍홀딩스,,1617.0
160980,싸이맥스,싸이맥스,,11610.0
356890,싸이버원,싸이버원,,3015.0
217330,싸이토젠,싸이토젠,,7180.0
102280,쌍방울,쌍방울,,269.0
003410,쌍용C&E보통주,쌍용C&E,,
010280,쌍용정보통신,쌍용정보통신,,611.0
004770,써니전자보통주,써니전자,,1597.0
217320,썬테크,썬테크,,2800.0
208640,썸에이지,썸에이지,,271.0
222420,쎄노텍,쎄노텍,,804.0
